,model,exp_type,verb,action,true,pred,prompt,response
69,jurassic-large,object-control,pushed,to dance,Mary,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Mary"".
Context: Tom pushed Mary to dance.

Question:  Who danced, Tom or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Mary"".\nContext: Tom pushed Mary to dance.\n\nQuestion:  Who danced, Tom or Mary?\nAnswer: ', ' Tom danced')"
70,jurassic-large,object-control,told,to leave,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom told Bill to leave.

Question:  Who left, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom told Bill to leave.\n\nQuestion:  Who left, Tom or Bill?\nAnswer: ', ' Tom left')"
71,jurassic-large,object-control,told,to call home,Bill,other,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom told Bill to call home.

Question:  Who called home, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom told Bill to call home.\n\nQuestion:  Who called home, Tom or Bill?\nAnswer: ', ' Tom.')"
72,jurassic-large,object-control,told,to reply,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom told Bill to reply.

Question:  Who replied, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom told Bill to reply.\n\nQuestion:  Who replied, Tom or Bill?\nAnswer: ', ' Tom replied')"
73,jurassic-large,object-control,told,to wipe the counter,Bill,other,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom told Bill to wipe the counter.

Question:  Who wiped the counter, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom told Bill to wipe the counter.\n\nQuestion:  Who wiped the counter, Tom or Bill?\nAnswer: ', ' Tom.')"
74,jurassic-large,object-control,told,to dance,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom told Bill to dance.

Question:  Who danced, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom told Bill to dance.\n\nQuestion:  Who danced, Tom or Bill?\nAnswer: ', ' Tom danced')"
75,jurassic-large,object-control,ordered,to leave,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom ordered Bill to leave.

Question:  Who left, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom ordered Bill to leave.\n\nQuestion:  Who left, Tom or Bill?\nAnswer: ', ' Tom left')"
76,jurassic-large,object-control,ordered,to call home,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom ordered Bill to call home.

Question:  Who called home, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom ordered Bill to call home.\n\nQuestion:  Who called home, Tom or Bill?\nAnswer: ', ' Tom called')"
77,jurassic-large,object-control,ordered,to reply,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom ordered Bill to reply.

Question:  Who replied, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom ordered Bill to reply.\n\nQuestion:  Who replied, Tom or Bill?\nAnswer: ', ' Tom replied')"
78,jurassic-large,object-control,ordered,to wipe the counter,Bill,other,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom ordered Bill to wipe the counter.

Question:  Who wiped the counter, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom ordered Bill to wipe the counter.\n\nQuestion:  Who wiped the counter, Tom or Bill?\nAnswer: ', ' Tom.')"
79,jurassic-large,object-control,ordered,to dance,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom ordered Bill to dance.

Question:  Who danced, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom ordered Bill to dance.\n\nQuestion:  Who danced, Tom or Bill?\nAnswer: ', ' Tom danced')"
80,jurassic-large,object-control,exhorted,to leave,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom exhorted Bill to leave.

Question:  Who left, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom exhorted Bill to leave.\n\nQuestion:  Who left, Tom or Bill?\nAnswer: ', ' Tom left')"
81,jurassic-large,object-control,exhorted,to call home,Bill,other,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom exhorted Bill to call home.

Question:  Who called home, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom exhorted Bill to call home.\n\nQuestion:  Who called home, Tom or Bill?\nAnswer: ', ' Tom.')"
82,jurassic-large,object-control,exhorted,to reply,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom exhorted Bill to reply.

Question:  Who replied, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom exhorted Bill to reply.\n\nQuestion:  Who replied, Tom or Bill?\nAnswer: ', ' Tom replied')"
83,jurassic-large,object-control,exhorted,to wipe the counter,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom exhorted Bill to wipe the counter.

Question:  Who wiped the counter, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom exhorted Bill to wipe the counter.\n\nQuestion:  Who wiped the counter, Tom or Bill?\nAnswer: ', ' Tom wiped')"
84,jurassic-large,object-control,exhorted,to dance,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom exhorted Bill to dance.

Question:  Who danced, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom exhorted Bill to dance.\n\nQuestion:  Who danced, Tom or Bill?\nAnswer: ', ' Tom danced')"
85,jurassic-large,object-control,begged,to leave,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom begged Bill to leave.

Question:  Who left, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom begged Bill to leave.\n\nQuestion:  Who left, Tom or Bill?\nAnswer: ', ' Tom left')"
86,jurassic-large,object-control,begged,to call home,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom begged Bill to call home.

Question:  Who called home, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom begged Bill to call home.\n\nQuestion:  Who called home, Tom or Bill?\nAnswer: ', ' Tom called')"
87,jurassic-large,object-control,begged,to reply,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom begged Bill to reply.

Question:  Who replied, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom begged Bill to reply.\n\nQuestion:  Who replied, Tom or Bill?\nAnswer: ', ' Tom replied')"
88,jurassic-large,object-control,begged,to wipe the counter,Bill,other,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom begged Bill to wipe the counter.

Question:  Who wiped the counter, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom begged Bill to wipe the counter.\n\nQuestion:  Who wiped the counter, Tom or Bill?\nAnswer: ', ' Tom.')"
89,jurassic-large,object-control,begged,to dance,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom begged Bill to dance.

Question:  Who danced, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom begged Bill to dance.\n\nQuestion:  Who danced, Tom or Bill?\nAnswer: ', ' Tom danced')"
90,jurassic-large,object-control,entreated,to leave,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom entreated Bill to leave.

Question:  Who left, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom entreated Bill to leave.\n\nQuestion:  Who left, Tom or Bill?\nAnswer: ', ' Tom left')"
91,jurassic-large,object-control,entreated,to call home,Bill,other,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom entreated Bill to call home.

Question:  Who called home, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom entreated Bill to call home.\n\nQuestion:  Who called home, Tom or Bill?\nAnswer: ', ' Tom.')"
92,jurassic-large,object-control,entreated,to reply,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom entreated Bill to reply.

Question:  Who replied, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom entreated Bill to reply.\n\nQuestion:  Who replied, Tom or Bill?\nAnswer: ', ' Tom replied')"
93,jurassic-large,object-control,entreated,to wipe the counter,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom entreated Bill to wipe the counter.

Question:  Who wiped the counter, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom entreated Bill to wipe the counter.\n\nQuestion:  Who wiped the counter, Tom or Bill?\nAnswer: ', ' Tom wiped')"
94,jurassic-large,object-control,entreated,to dance,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom entreated Bill to dance.

Question:  Who danced, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom entreated Bill to dance.\n\nQuestion:  Who danced, Tom or Bill?\nAnswer: ', ' Tom danced')"
95,jurassic-large,object-control,called upon,to leave,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom called upon Bill to leave.

Question:  Who left, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom called upon Bill to leave.\n\nQuestion:  Who left, Tom or Bill?\nAnswer: ', ' Tom left')"
96,jurassic-large,object-control,called upon,to call home,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom called upon Bill to call home.

Question:  Who called home, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom called upon Bill to call home.\n\nQuestion:  Who called home, Tom or Bill?\nAnswer: ', ' Tom called')"
97,jurassic-large,object-control,called upon,to reply,Bill,Tom,"You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".
Context: Tom called upon Bill to reply.

Question:  Who replied, Tom or Bill?
Answer: ","('You will be given a context and a question. Answer the question with either ""Tom"" or ""Bill"".\nContext: Tom called upon Bill to reply.\n\nQuestion:  Who replied, Tom or Bill?\nAnswer: ', ' Tom replied')"
