,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
57,jurassic-jumbo,object-control,Avery,Joseph,False,ordered,to read,Joseph,other,"You will be given a context and a question.
Context: Avery ordered Joseph to read.

Question: Who ordered someone to read?
Answer: Avery
Question: Who was ordered to read?
Answer: Joseph
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery ordered Joseph to read.\n\nQuestion: Who ordered someone to read?\nAnswer: Avery\nQuestion: Who was ordered to read?\nAnswer: Joseph\nQuestion: Who read?\nAnswer: ', '____')",57.0,57.0,57.0
58,jurassic-jumbo,object-control,Avery,Joseph,False,ordered,to run,Joseph,other,"You will be given a context and a question.
Context: Avery ordered Joseph to run.

Question: Who was ordered to run?
Answer: Joseph
Question: Who ordered someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery ordered Joseph to run.\n\nQuestion: Who was ordered to run?\nAnswer: Joseph\nQuestion: Who ordered someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '____')",58.0,58.0,58.0
59,jurassic-jumbo,object-control,Avery,Joseph,False,ordered,to call,Joseph,other,"You will be given a context and a question.
Context: Avery ordered Joseph to call.

Question: Who ordered someone to call?
Answer: Avery
Question: Who was ordered to call?
Answer: Joseph
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery ordered Joseph to call.\n\nQuestion: Who ordered someone to call?\nAnswer: Avery\nQuestion: Who was ordered to call?\nAnswer: Joseph\nQuestion: Who called?\nAnswer: ', '____')",59.0,59.0,59.0
60,jurassic-jumbo,object-control,Avery,Joseph,False,called upon,to come,Joseph,other,"You will be given a context and a question.
Context: Avery called upon Joseph to come.

Question: Who called upon someone to come?
Answer: Avery
Question: Who was called upon to come?
Answer: Joseph
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery called upon Joseph to come.\n\nQuestion: Who called upon someone to come?\nAnswer: Avery\nQuestion: Who was called upon to come?\nAnswer: Joseph\nQuestion: Who came?\nAnswer: ', '____')",60.0,60.0,60.0
61,jurassic-jumbo,object-control,Avery,Joseph,False,called upon,to go,Joseph,other,"You will be given a context and a question.
Context: Avery called upon Joseph to go.

Question: Who called upon someone to go?
Answer: Avery
Question: Who was called upon to go?
Answer: Joseph
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery called upon Joseph to go.\n\nQuestion: Who called upon someone to go?\nAnswer: Avery\nQuestion: Who was called upon to go?\nAnswer: Joseph\nQuestion: Who went?\nAnswer: ', '____')",61.0,61.0,61.0
62,jurassic-jumbo,object-control,Avery,Joseph,False,called upon,to read,Joseph,other,"You will be given a context and a question.
Context: Avery called upon Joseph to read.

Question: Who called upon someone to read?
Answer: Avery
Question: Who was called upon to read?
Answer: Joseph
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery called upon Joseph to read.\n\nQuestion: Who called upon someone to read?\nAnswer: Avery\nQuestion: Who was called upon to read?\nAnswer: Joseph\nQuestion: Who read?\nAnswer: ', '____')",62.0,62.0,62.0
63,jurassic-jumbo,object-control,Avery,Joseph,False,called upon,to run,Joseph,other,"You will be given a context and a question.
Context: Avery called upon Joseph to run.

Question: Who was called upon to run?
Answer: Joseph
Question: Who called upon someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery called upon Joseph to run.\n\nQuestion: Who was called upon to run?\nAnswer: Joseph\nQuestion: Who called upon someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '____')",63.0,63.0,63.0
64,jurassic-jumbo,object-control,Avery,Joseph,False,called upon,to call,Joseph,other,"You will be given a context and a question.
Context: Avery called upon Joseph to call.

Question: Who was called upon to call?
Answer: Joseph
Question: Who called upon someone to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery called upon Joseph to call.\n\nQuestion: Who was called upon to call?\nAnswer: Joseph\nQuestion: Who called upon someone to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', 'Caller\n')",64.0,64.0,64.0
65,jurassic-jumbo,object-control,Avery,Joseph,False,reminded,to come,Joseph,other,"You will be given a context and a question.
Context: Avery reminded Joseph to come.

Question: Who reminded someone to come?
Answer: Avery
Question: Who was reminded to come?
Answer: Joseph
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery reminded Joseph to come.\n\nQuestion: Who reminded someone to come?\nAnswer: Avery\nQuestion: Who was reminded to come?\nAnswer: Joseph\nQuestion: Who came?\nAnswer: ', '____')",65.0,65.0,65.0
66,jurassic-jumbo,object-control,Avery,Joseph,False,reminded,to go,Joseph,other,"You will be given a context and a question.
Context: Avery reminded Joseph to go.

Question: Who was reminded to go?
Answer: Joseph
Question: Who reminded someone to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery reminded Joseph to go.\n\nQuestion: Who was reminded to go?\nAnswer: Joseph\nQuestion: Who reminded someone to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '____')",66.0,66.0,66.0
67,jurassic-jumbo,object-control,Avery,Joseph,False,reminded,to read,Joseph,other,"You will be given a context and a question.
Context: Avery reminded Joseph to read.

Question: Who was reminded to read?
Answer: Joseph
Question: Who reminded someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery reminded Joseph to read.\n\nQuestion: Who was reminded to read?\nAnswer: Joseph\nQuestion: Who reminded someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",67.0,67.0,67.0
68,jurassic-jumbo,object-control,Avery,Joseph,False,reminded,to run,Joseph,other,"You will be given a context and a question.
Context: Avery reminded Joseph to run.

Question: Who was reminded to run?
Answer: Joseph
Question: Who reminded someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery reminded Joseph to run.\n\nQuestion: Who was reminded to run?\nAnswer: Joseph\nQuestion: Who reminded someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '____')",68.0,68.0,68.0
69,jurassic-jumbo,object-control,Avery,Joseph,False,reminded,to call,Joseph,other,"You will be given a context and a question.
Context: Avery reminded Joseph to call.

Question: Who was reminded to call?
Answer: Joseph
Question: Who reminded someone to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery reminded Joseph to call.\n\nQuestion: Who was reminded to call?\nAnswer: Joseph\nQuestion: Who reminded someone to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '____')",69.0,69.0,69.0
70,jurassic-jumbo,object-control,Avery,Joseph,False,urged,to come,Joseph,other,"You will be given a context and a question.
Context: Avery urged Joseph to come.

Question: Who urged someone to come?
Answer: Avery
Question: Who was urged to come?
Answer: Joseph
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery urged Joseph to come.\n\nQuestion: Who urged someone to come?\nAnswer: Avery\nQuestion: Who was urged to come?\nAnswer: Joseph\nQuestion: Who came?\nAnswer: ', '____')",70.0,70.0,70.0
71,jurassic-jumbo,object-control,Avery,Joseph,False,urged,to go,Joseph,other,"You will be given a context and a question.
Context: Avery urged Joseph to go.

Question: Who was urged to go?
Answer: Joseph
Question: Who urged someone to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery urged Joseph to go.\n\nQuestion: Who was urged to go?\nAnswer: Joseph\nQuestion: Who urged someone to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '____')",71.0,71.0,71.0
72,jurassic-jumbo,object-control,Avery,Joseph,False,urged,to read,Joseph,other,"You will be given a context and a question.
Context: Avery urged Joseph to read.

Question: Who was urged to read?
Answer: Joseph
Question: Who urged someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery urged Joseph to read.\n\nQuestion: Who was urged to read?\nAnswer: Joseph\nQuestion: Who urged someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",72.0,72.0,72.0
73,jurassic-jumbo,object-control,Avery,Joseph,False,urged,to run,Joseph,other,"You will be given a context and a question.
Context: Avery urged Joseph to run.

Question: Who was urged to run?
Answer: Joseph
Question: Who urged someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery urged Joseph to run.\n\nQuestion: Who was urged to run?\nAnswer: Joseph\nQuestion: Who urged someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '____')",73.0,73.0,73.0
74,jurassic-jumbo,object-control,Avery,Joseph,False,urged,to call,Joseph,other,"You will be given a context and a question.
Context: Avery urged Joseph to call.

Question: Who was urged to call?
Answer: Joseph
Question: Who urged someone to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery urged Joseph to call.\n\nQuestion: Who was urged to call?\nAnswer: Joseph\nQuestion: Who urged someone to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '____')",74.0,74.0,74.0
75,jurassic-jumbo,object-control,Avery,Joseph,False,asked,to come,Joseph,other,"You will be given a context and a question.
Context: Avery asked Joseph to come.

Question: Who was asked to come?
Answer: Joseph
Question: Who asked someone to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery asked Joseph to come.\n\nQuestion: Who was asked to come?\nAnswer: Joseph\nQuestion: Who asked someone to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '____')",75.0,75.0,75.0
76,jurassic-jumbo,object-control,Avery,Joseph,False,asked,to go,Joseph,other,"You will be given a context and a question.
Context: Avery asked Joseph to go.

Question: Who asked someone to go?
Answer: Avery
Question: Who was asked to go?
Answer: Joseph
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery asked Joseph to go.\n\nQuestion: Who asked someone to go?\nAnswer: Avery\nQuestion: Who was asked to go?\nAnswer: Joseph\nQuestion: Who went?\nAnswer: ', '____')",76.0,76.0,76.0
77,jurassic-jumbo,object-control,Avery,Joseph,False,asked,to read,Joseph,other,"You will be given a context and a question.
Context: Avery asked Joseph to read.

Question: Who asked someone to read?
Answer: Avery
Question: Who was asked to read?
Answer: Joseph
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery asked Joseph to read.\n\nQuestion: Who asked someone to read?\nAnswer: Avery\nQuestion: Who was asked to read?\nAnswer: Joseph\nQuestion: Who read?\nAnswer: ', '____')",77.0,77.0,77.0
78,jurassic-jumbo,object-control,Avery,Joseph,False,asked,to run,Joseph,other,"You will be given a context and a question.
Context: Avery asked Joseph to run.

Question: Who asked someone to run?
Answer: Avery
Question: Who was asked to run?
Answer: Joseph
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery asked Joseph to run.\n\nQuestion: Who asked someone to run?\nAnswer: Avery\nQuestion: Who was asked to run?\nAnswer: Joseph\nQuestion: Who ran?\nAnswer: ', '____')",78.0,78.0,78.0
79,jurassic-jumbo,object-control,Avery,Joseph,False,asked,to call,Joseph,other,"You will be given a context and a question.
Context: Avery asked Joseph to call.

Question: Who asked someone to call?
Answer: Avery
Question: Who was asked to call?
Answer: Joseph
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery asked Joseph to call.\n\nQuestion: Who asked someone to call?\nAnswer: Avery\nQuestion: Who was asked to call?\nAnswer: Joseph\nQuestion: Who called?\nAnswer: ', '____')",79.0,79.0,79.0
80,jurassic-jumbo,object-control,Avery,Joseph,False,persuaded,to come,Joseph,other,"You will be given a context and a question.
Context: Avery persuaded Joseph to come.

Question: Who persuaded someone to come?
Answer: Avery
Question: Who was persuaded to come?
Answer: Joseph
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery persuaded Joseph to come.\n\nQuestion: Who persuaded someone to come?\nAnswer: Avery\nQuestion: Who was persuaded to come?\nAnswer: Joseph\nQuestion: Who came?\nAnswer: ', '____')",80.0,80.0,80.0
81,jurassic-jumbo,object-control,Avery,Joseph,False,persuaded,to go,Joseph,other,"You will be given a context and a question.
Context: Avery persuaded Joseph to go.

Question: Who was persuaded to go?
Answer: Joseph
Question: Who persuaded someone to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery persuaded Joseph to go.\n\nQuestion: Who was persuaded to go?\nAnswer: Joseph\nQuestion: Who persuaded someone to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '____')",81.0,81.0,81.0
82,jurassic-jumbo,object-control,Avery,Joseph,False,persuaded,to read,Joseph,other,"You will be given a context and a question.
Context: Avery persuaded Joseph to read.

Question: Who was persuaded to read?
Answer: Joseph
Question: Who persuaded someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery persuaded Joseph to read.\n\nQuestion: Who was persuaded to read?\nAnswer: Joseph\nQuestion: Who persuaded someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",82.0,82.0,82.0
