,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
59,jurassic-jumbo,subject-control,the doctor,the lawyer,False,asked,to call,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor asked the lawyer to call.

Question:  Who called, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor asked the lawyer to call.\n\nQuestion:  Who called, the doctor or the lawyer?\nAnswer: ', ' The doctor called')",59.0,59.0
60,jurassic-jumbo,subject-control,the doctor,the lawyer,True,persuaded,to come,the doctor,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor persuaded the lawyer to come.

Question:  Who came, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor persuaded the lawyer to come.\n\nQuestion:  Who came, the lawyer or the doctor?\nAnswer: ', ' the lawyer came')",60.0,60.0
61,jurassic-jumbo,subject-control,the doctor,the lawyer,False,persuaded,to come,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor persuaded the lawyer to come.

Question:  Who came, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor persuaded the lawyer to come.\n\nQuestion:  Who came, the doctor or the lawyer?\nAnswer: ', ' The doctor came')",61.0,61.0
62,jurassic-jumbo,subject-control,the doctor,the lawyer,True,persuaded,to go,the doctor,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor persuaded the lawyer to go.

Question:  Who went, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor persuaded the lawyer to go.\n\nQuestion:  Who went, the lawyer or the doctor?\nAnswer: ', ' the lawyer went')",62.0,62.0
63,jurassic-jumbo,subject-control,the doctor,the lawyer,False,persuaded,to go,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor persuaded the lawyer to go.

Question:  Who went, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor persuaded the lawyer to go.\n\nQuestion:  Who went, the doctor or the lawyer?\nAnswer: ', ' The doctor persuaded')",63.0,63.0
64,jurassic-jumbo,subject-control,the doctor,the lawyer,True,persuaded,to read,the doctor,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor persuaded the lawyer to read.

Question:  Who read, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor persuaded the lawyer to read.\n\nQuestion:  Who read, the lawyer or the doctor?\nAnswer: ', ' the lawyer\n')",64.0,64.0
65,jurassic-jumbo,subject-control,the doctor,the lawyer,False,persuaded,to read,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor persuaded the lawyer to read.

Question:  Who read, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor persuaded the lawyer to read.\n\nQuestion:  Who read, the doctor or the lawyer?\nAnswer: ', ' The doctor persuaded')",65.0,65.0
66,jurassic-jumbo,subject-control,the doctor,the lawyer,True,persuaded,to run,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor persuaded the lawyer to run.

Question:  Who ran, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor persuaded the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the doctor?\nAnswer: ', ' The doctor persuaded')",66.0,66.0
67,jurassic-jumbo,subject-control,the doctor,the lawyer,False,persuaded,to run,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor persuaded the lawyer to run.

Question:  Who ran, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor persuaded the lawyer to run.\n\nQuestion:  Who ran, the doctor or the lawyer?\nAnswer: ', ' The doctor persuaded')",67.0,67.0
68,jurassic-jumbo,subject-control,the doctor,the lawyer,True,persuaded,to call,the doctor,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor persuaded the lawyer to call.

Question:  Who called, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor persuaded the lawyer to call.\n\nQuestion:  Who called, the lawyer or the doctor?\nAnswer: ', ' the lawyer\n')",68.0,68.0
69,jurassic-jumbo,subject-control,the doctor,the lawyer,False,persuaded,to call,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor persuaded the lawyer to call.

Question:  Who called, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor persuaded the lawyer to call.\n\nQuestion:  Who called, the doctor or the lawyer?\nAnswer: ', ' The doctor called')",69.0,69.0
70,jurassic-jumbo,subject-control,the doctor,the lawyer,True,convinced,to come,the doctor,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor convinced the lawyer to come.

Question:  Who came, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor convinced the lawyer to come.\n\nQuestion:  Who came, the lawyer or the doctor?\nAnswer: ', ' the lawyer came')",70.0,70.0
71,jurassic-jumbo,subject-control,the doctor,the lawyer,False,convinced,to come,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor convinced the lawyer to come.

Question:  Who came, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor convinced the lawyer to come.\n\nQuestion:  Who came, the doctor or the lawyer?\nAnswer: ', ' The doctor came')",71.0,71.0
72,jurassic-jumbo,subject-control,the doctor,the lawyer,True,convinced,to go,the doctor,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor convinced the lawyer to go.

Question:  Who went, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor convinced the lawyer to go.\n\nQuestion:  Who went, the lawyer or the doctor?\nAnswer: ', ' the lawyer went')",72.0,72.0
73,jurassic-jumbo,subject-control,the doctor,the lawyer,False,convinced,to go,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor convinced the lawyer to go.

Question:  Who went, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor convinced the lawyer to go.\n\nQuestion:  Who went, the doctor or the lawyer?\nAnswer: ', ' The doctor convinced')",73.0,73.0
74,jurassic-jumbo,subject-control,the doctor,the lawyer,True,convinced,to read,the doctor,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor convinced the lawyer to read.

Question:  Who read, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor convinced the lawyer to read.\n\nQuestion:  Who read, the lawyer or the doctor?\nAnswer: ', ' the lawyer\n')",74.0,74.0
75,jurassic-jumbo,subject-control,the doctor,the lawyer,False,convinced,to read,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor convinced the lawyer to read.

Question:  Who read, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor convinced the lawyer to read.\n\nQuestion:  Who read, the doctor or the lawyer?\nAnswer: ', ' The doctor convinced')",75.0,75.0
76,jurassic-jumbo,subject-control,the doctor,the lawyer,True,convinced,to run,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor convinced the lawyer to run.

Question:  Who ran, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor convinced the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the doctor?\nAnswer: ', ' The doctor ran')",76.0,76.0
77,jurassic-jumbo,subject-control,the doctor,the lawyer,False,convinced,to run,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor convinced the lawyer to run.

Question:  Who ran, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor convinced the lawyer to run.\n\nQuestion:  Who ran, the doctor or the lawyer?\nAnswer: ', ' The doctor ran')",77.0,77.0
78,jurassic-jumbo,subject-control,the doctor,the lawyer,True,convinced,to call,the doctor,other,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor convinced the lawyer to call.

Question:  Who called, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor convinced the lawyer to call.\n\nQuestion:  Who called, the lawyer or the doctor?\nAnswer: ', ' the lawyer\n')",78.0,78.0
